path,label
images/grapes/train/grape_r_104_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-57-21.png,2
images/grapes/train/Screenshot from 2025-10-01 10-48-45.png,2
images/grapes/train/Screenshot from 2025-10-01 11-20-30.png,2
images/grapes/train/grape_r_126_100.jpg,2
images/grapes/train/grape_227_100.jpg,2
images/grapes/train/grape_r_277_100(1).jpg,2
images/grapes/train/grape_r_135_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-26-24.png,2
images/grapes/train/Screenshot from 2025-10-01 10-53-37.png,2
images/grapes/train/grape_237_100(1).jpg,2
images/grapes/train/grape_246_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-12-08.png,2
images/grapes/train/grape_r_102_100.jpg,2
images/grapes/train/grape_r_2_100(1).jpg,2
images/grapes/train/grape_r_283_100.jpg,2
images/grapes/train/grape_284_100(1).jpg,2
images/grapes/train/grape_r_235_100.jpg,2
images/grapes/train/grape_177_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-35-05.png,2
images/grapes/train/grape_234_100.jpg,2
images/grapes/train/grape_162_100(1).jpg,2
images/grapes/train/grape_r_319_100.jpg,2
images/grapes/train/grape_r_63_100(1).jpg,2
images/grapes/train/grape_225_100.jpg,2
images/grapes/train/grape_239_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-31-13.png,2
images/grapes/train/grape_r_8_100(1).jpg,2
images/grapes/train/grape_r_14_100(1).jpg,2
images/grapes/train/grape_213_100.jpg,2
images/grapes/train/grape_283_100(1).jpg,2
images/grapes/train/grape_r_296_100.jpg,2
images/grapes/train/grape_r_192_100(1).jpg,2
images/grapes/train/grape_r_187_100.jpg,2
images/grapes/train/grape_r_308_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-29-50.png,2
images/grapes/train/grape_r_255_100.jpg,2
images/grapes/train/grape_195_100(1).jpg,2
images/grapes/train/grape_254_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-24-43.png,2
images/grapes/train/grape_r_92_100.jpg,2
images/grapes/train/grape_204_100.jpg,2
images/grapes/train/grape_r_268_100.jpg,2
images/grapes/train/grape_323_100(1).jpg,2
images/grapes/train/grape_r_228_100(1).jpg,2
images/grapes/train/grape_299_100(1).jpg,2
images/grapes/train/grape_r_168_100(1).jpg,2
images/grapes/train/grape_293_100(1).jpg,2
images/grapes/train/grape_r_52_100(1).jpg,2
images/grapes/train/grape_r_202_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-30-12.png,2
images/grapes/train/grape_r_180_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-31-50.png,2
images/grapes/train/grape_r_75_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-13-42.png,2
images/grapes/train/grape_r_165_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-57-57.png,2
images/grapes/train/grape_r_218_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-56-28.png,2
images/grapes/train/Screenshot from 2025-10-01 10-29-44.png,2
images/grapes/train/grape_r_292_100.jpg,2
images/grapes/train/grape_r_69_100(1).jpg,2
images/grapes/train/grape_218_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-00-19.png,2
images/grapes/train/grape_211_100(1).jpg,2
images/grapes/train/grape_r_133_100(1).jpg,2
images/grapes/train/grape_r_264_100(1).jpg,2
images/grapes/train/grape_240_100.jpg,2
images/grapes/train/grape_r_141_100.jpg,2
images/grapes/train/grape_r_157_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-04-31.png,2
images/grapes/train/grape_155_100.jpg,2
images/grapes/train/grape_r_203_100(1).jpg,2
images/grapes/train/grape_278_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-29-15.png,2
images/grapes/train/grape_281_100(1).jpg,2
images/grapes/train/grape_236_100(1).jpg,2
images/grapes/train/grape_r_142_100.jpg,2
images/grapes/train/673.jpg,2
images/grapes/train/grape_r_192_100.jpg,2
images/grapes/train/grape_r_217_100(1).jpg,2
images/grapes/train/grape_r_275_100.jpg,2
images/grapes/train/grape_179_100(1).jpg,2
images/grapes/train/grape_r_53_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-55-17.png,2
images/grapes/train/grape_r_298_100(1).jpg,2
images/grapes/train/grape_166_100.jpg,2
images/grapes/train/grape_r_271_100.jpg,2
images/grapes/train/grape_297_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-29-07.png,2
images/grapes/train/Screenshot from 2025-10-01 10-31-18.png,2
images/grapes/train/Screenshot from 2025-10-01 11-04-49.png,2
images/grapes/train/grape_238_100.jpg,2
images/grapes/train/grape_189_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-30-27.png,2
images/grapes/train/grape_303_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-34-42.png,2
images/grapes/train/grape_307_100(1).jpg,2
images/grapes/train/grape_r_222_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-27-36.png,2
images/grapes/train/Screenshot from 2025-10-01 10-53-17.png,2
images/grapes/train/grape_9_100.jpg,2
images/grapes/train/grape_r_259_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-10-05.png,2
images/grapes/train/grape_r_204_100(1).jpg,2
images/grapes/train/grape_198_100.jpg,2
images/grapes/train/grape_r_174_100(1).jpg,2
images/grapes/train/grape_193_100.jpg,2
images/grapes/train/grape_r_243_100(1).jpg,2
images/grapes/train/grape_r_169_100.jpg,2
images/grapes/train/grape_r_209_100(1).jpg,2
images/grapes/train/grape_146_100(1).jpg,2
images/grapes/train/grape_r_191_100(1).jpg,2
images/grapes/train/grape_302_100(1).jpg,2
images/grapes/train/grape_r_173_100.jpg,2
images/grapes/train/grape_r_171_100(1).jpg,2
images/grapes/train/grape_r_131_100.jpg,2
images/grapes/train/grape_216_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-05-04.png,2
images/grapes/train/grape_r_25_100.jpg,2
images/grapes/train/grape_241_100.jpg,2
images/grapes/train/grape_r_176_100(1).jpg,2
images/grapes/train/grape_r_221_100(1).jpg,2
images/grapes/train/grape_r_242_100.jpg,2
images/grapes/train/grape_r_267_100.jpg,2
images/grapes/train/grape_r_114_100.jpg,2
images/grapes/train/grape_r_270_100.jpg,2
images/grapes/train/grape_r_253_100.jpg,2
images/grapes/train/grape_152_100.jpg,2
images/grapes/train/grape_309_100.jpg,2
images/grapes/train/grape_r_313_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-36-21.png,2
images/grapes/train/Screenshot from 2025-10-01 10-32-45.png,2
images/grapes/train/Screenshot from 2025-10-01 10-54-27.png,2
images/grapes/train/grape_232_100.jpg,2
images/grapes/train/grape_r_285_100.jpg,2
images/grapes/train/grape_r_176_100.jpg,2
images/grapes/train/grape_177_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-56-35.png,2
images/grapes/train/grape_167_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-10-39.png,2
images/grapes/train/Screenshot from 2025-10-01 11-09-59.png,2
images/grapes/train/grape_205_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-35-22.png,2
images/grapes/train/grape_304_100(1).jpg,2
images/grapes/train/grape_r_245_100(1).jpg,2
images/grapes/train/grape_319_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-30-33.png,2
images/grapes/train/grape_r_150_100.jpg,2
images/grapes/train/grape_r_187_100(1).jpg,2
images/grapes/train/670.jpg,2
images/grapes/train/grape_r_85_100.jpg,2
images/grapes/train/grape_r_160_100.jpg,2
images/grapes/train/grape_r_15_100(1).jpg,2
images/grapes/train/grape_156_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-01-00.png,2
images/grapes/train/grape_250_100(1).jpg,2
images/grapes/train/grape_169_100(1).jpg,2
images/grapes/train/grape_310_100(1).jpg,2
images/grapes/train/grape_r_137_100.jpg,2
images/grapes/train/grape_182_100(1).jpg,2
images/grapes/train/grape_r_244_100.jpg,2
images/grapes/train/grape_r_19_100.jpg,2
images/grapes/train/grape_r_39_100(1).jpg,2
images/grapes/train/grape_284_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-33-26.png,2
images/grapes/train/Screenshot from 2025-10-01 10-54-15.png,2
images/grapes/train/grape_r_106_100.jpg,2
images/grapes/train/grape_r_138_100.jpg,2
images/grapes/train/grape_r_251_100.jpg,2
images/grapes/train/grape_r_314_100(1).jpg,2
images/grapes/train/grape_r_164_100(1).jpg,2
images/grapes/train/grape_155_100(1).jpg,2
images/grapes/train/grape_r_265_100.jpg,2
images/grapes/train/grape_191_100(1).jpg,2
images/grapes/train/grape_r_310_100.jpg,2
images/grapes/train/grape_r_267_100(1).jpg,2
images/grapes/train/grape_151_100.jpg,2
images/grapes/train/grape_r_278_100.jpg,2
images/grapes/train/grape_175_100.jpg,2
images/grapes/train/grape_r_41_100(1).jpg,2
images/grapes/train/grape_r_166_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-33-40.png,2
images/grapes/train/Screenshot from 2025-10-01 10-23-28.png,2
images/grapes/train/Screenshot from 2025-10-01 11-21-05.png,2
images/grapes/train/Screenshot from 2025-10-01 10-54-44.png,2
images/grapes/train/grape_r_68_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-47-50.png,2
images/grapes/train/Screenshot from 2025-10-01 11-26-45.png,2
images/grapes/train/grape_r_62_100(1).jpg,2
images/grapes/train/grape_r_136_100.jpg,2
images/grapes/train/grape_r_262_100.jpg,2
images/grapes/train/grape_r_109_100.jpg,2
images/grapes/train/grape_r_299_100.jpg,2
images/grapes/train/grape_r_303_100.jpg,2
images/grapes/train/grape_213_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-22-17.png,2
images/grapes/train/grape_r_11_100.jpg,2
images/grapes/train/grape_r_284_100(1).jpg,2
images/grapes/train/grape_r_162_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-54-48.png,2
images/grapes/train/grape_200_100.jpg,2
images/grapes/train/grape_178_100(1).jpg,2
images/grapes/train/grape_145_100.jpg,2
images/grapes/train/grape_r_209_100.jpg,2
images/grapes/train/grape_r_8_100.jpg,2
images/grapes/train/grape_r_173_100(1).jpg,2
images/grapes/train/grape_146_100.jpg,2
images/grapes/train/grape_192_100(1).jpg,2
images/grapes/train/grape_r_197_100(1).jpg,2
images/grapes/train/grape_r_286_100(1).jpg,2
images/grapes/train/grape_285_100.jpg,2
images/grapes/train/grape_203_100(1).jpg,2
images/grapes/train/grape_187_100.jpg,2
images/grapes/train/grape_168_100.jpg,2
images/grapes/train/grape_r_76_100(1).jpg,2
images/grapes/train/grape_r_165_100.jpg,2
images/grapes/train/grape_r_18_100.jpg,2
images/grapes/train/grape_207_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-55-00.png,2
images/grapes/train/grape_296_100.jpg,2
images/grapes/train/grape_231_100(1).jpg,2
images/grapes/train/grape_r_121_100.jpg,2
images/grapes/train/grape_r_40_100(1).jpg,2
images/grapes/train/grape_r_164_100.jpg,2
images/grapes/train/grape_170_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-29-27.png,2
images/grapes/train/grape_161_100.jpg,2
images/grapes/train/grape_206_100.jpg,2
images/grapes/train/grape_r_281_100(1).jpg,2
images/grapes/train/grape_r_246_100.jpg,2
images/grapes/train/grape_r_263_100(1).jpg,2
images/grapes/train/grape_142_100.jpg,2
images/grapes/train/grape_7_100.jpg,2
images/grapes/train/grape_r_156_100.jpg,2
images/grapes/train/grape_141_100.jpg,2
images/grapes/train/grape_r_248_100.jpg,2
images/grapes/train/grape_163_100(1).jpg,2
images/grapes/train/grape_r_214_100(1).jpg,2
images/grapes/train/grape_144_100(1).jpg,2
images/grapes/train/grape_171_100.jpg,2
images/grapes/train/grape_160_100.jpg,2
images/grapes/train/grape_r_295_100(1).jpg,2
images/grapes/train/grape_r_129_100.jpg,2
images/grapes/train/grape_r_201_100(1).jpg,2
images/grapes/train/grape_r_309_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-56-59.png,2
images/grapes/train/grape_r_272_100(1).jpg,2
images/grapes/train/grape_229_100(1).jpg,2
images/grapes/train/grape_196_100.jpg,2
images/grapes/train/grape_r_299_100(1).jpg,2
images/grapes/train/grape_306_100(1).jpg,2
images/grapes/train/grape_159_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-53-12.png,2
images/grapes/train/Screenshot from 2025-10-01 11-01-06.png,2
images/grapes/train/grape_r_167_100(1).jpg,2
images/grapes/train/grape_r_89_100.jpg,2
images/grapes/train/grape_r_259_100.jpg,2
images/grapes/train/grape_r_24_100.jpg,2
images/grapes/train/grape_186_100(1).jpg,2
images/grapes/train/grape_296_100(1).jpg,2
images/grapes/train/grape_201_100.jpg,2
images/grapes/train/grape_r_288_100(1).jpg,2
images/grapes/train/grape_247_100(1).jpg,2
images/grapes/train/grape_248_100(1).jpg,2
images/grapes/train/grape_r_274_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-29-35.png,2
images/grapes/train/grape_r_171_100.jpg,2
images/grapes/train/grape_r_238_100.jpg,2
images/grapes/train/grape_r_207_100.jpg,2
images/grapes/train/grape_r_276_100.jpg,2
images/grapes/train/grape_r_141_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-29-58.png,2
images/grapes/train/Screenshot from 2025-10-01 11-24-22.png,2
images/grapes/train/Screenshot from 2025-10-01 10-23-53.png,2
images/grapes/train/grape_r_314_100.jpg,2
images/grapes/train/grape_r_169_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-57-52.png,2
images/grapes/train/grape_r_304_100.jpg,2
images/grapes/train/grape_r_132_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-24-09.png,2
images/grapes/train/grape_195_100.jpg,2
images/grapes/train/grape_r_99_100.jpg,2
images/grapes/train/grape_r_158_100.jpg,2
images/grapes/train/grape_185_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-22-05.png,2
images/grapes/train/grape_218_100(1).jpg,2
images/grapes/train/grape_r_128_100.jpg,2
images/grapes/train/grape_312_100(1).jpg,2
images/grapes/train/grape_r_28_100(1).jpg,2
images/grapes/train/grape_170_100(1).jpg,2
images/grapes/train/grape_6_100.jpg,2
images/grapes/train/grape_r_279_100(1).jpg,2
images/grapes/train/grape_r_306_100(1).jpg,2
images/grapes/train/grape_r_256_100.jpg,2
images/grapes/train/grape_r_260_100(1).jpg,2
images/grapes/train/grape_158_100.jpg,2
images/grapes/train/grape_r_322_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-35-29.png,2
images/grapes/train/grape_r_10_100.jpg,2
images/grapes/train/grape_212_100.jpg,2
images/grapes/train/grape_r_290_100.jpg,2
images/grapes/train/grape_r_189_100(1).jpg,2
images/grapes/train/grape_229_100.jpg,2
images/grapes/train/grape_r_205_100(1).jpg,2
images/grapes/train/grape_r_312_100(1).jpg,2
images/grapes/train/grape_289_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-56-32.png,2
images/grapes/train/Screenshot from 2025-10-01 10-24-01.png,2
images/grapes/train/grape_r_269_100.jpg,2
images/grapes/train/grape_r_294_100(1).jpg,2
images/grapes/train/grape_301_100(1).jpg,2
images/grapes/train/grape_r_170_100(1).jpg,2
images/grapes/train/grape_r_247_100(1).jpg,2
images/grapes/train/grape_r_223_100(1).jpg,2
images/grapes/train/grape_r_0_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-54-34.png,2
images/grapes/train/grape_166_100(1).jpg,2
images/grapes/train/grape_r_287_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-28-48.png,2
images/grapes/train/grape_153_100(1).jpg,2
images/grapes/train/grape_143_100(1).jpg,2
images/grapes/train/grape_r_45_100(1).jpg,2
images/grapes/train/grape_r_246_100(1).jpg,2
images/grapes/train/grape_r_282_100(1).jpg,2
images/grapes/train/grape_r_155_100(1).jpg,2
images/grapes/train/grape_235_100.jpg,2
images/grapes/train/grape_174_100(1).jpg,2
images/grapes/train/grape_r_240_100(1).jpg,2
images/grapes/train/grape_223_100(1).jpg,2
images/grapes/train/grape_287_100(1).jpg,2
images/grapes/train/grape_r_146_100.jpg,2
images/grapes/train/grape_320_100.jpg,2
images/grapes/train/grape_r_32_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-57-08.png,2
images/grapes/train/grape_r_47_100(1).jpg,2
images/grapes/train/grape_r_233_100.jpg,2
images/grapes/train/grape_r_327_100(1).jpg,2
images/grapes/train/grape_215_100.jpg,2
images/grapes/train/grape_r_240_100.jpg,2
images/grapes/train/grape_r_300_100(1).jpg,2
images/grapes/train/grape_r_241_100(1).jpg,2
images/grapes/train/grape_r_108_100.jpg,2
images/grapes/train/grape_r_256_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-35-58.png,2
images/grapes/train/grape_r_155_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-34-55.png,2
images/grapes/train/grape_r_206_100.jpg,2
images/grapes/train/grape_217_100(1).jpg,2
images/grapes/train/grape_r_295_100.jpg,2
images/grapes/train/grape_r_117_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-32-24.png,2
images/grapes/train/grape_201_100(1).jpg,2
images/grapes/train/grape_272_100.jpg,2
images/grapes/train/grape_161_100(1).jpg,2
images/grapes/train/grape_222_100(1).jpg,2
images/grapes/train/grape_305_100(1).jpg,2
images/grapes/train/grape_211_100.jpg,2
images/grapes/train/grape_14_100.jpg,2
images/grapes/train/grape_209_100(1).jpg,2
images/grapes/train/grape_r_254_100.jpg,2
images/grapes/train/grape_r_27_100(1).jpg,2
images/grapes/train/grape_r_16_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-32-01.png,2
images/grapes/train/Screenshot from 2025-10-01 11-22-10.png,2
images/grapes/train/grape_175_100(1).jpg,2
images/grapes/train/grape_221_100.jpg,2
images/grapes/train/grape_252_100.jpg,2
images/grapes/train/grape_r_250_100.jpg,2
images/grapes/train/grape_r_73_100(1).jpg,2
images/grapes/train/grape_210_100.jpg,2
images/grapes/train/grape_r_195_100(1).jpg,2
images/grapes/train/grape_r_224_100.jpg,2
images/grapes/train/grape_r_234_100.jpg,2
images/grapes/train/grape_191_100.jpg,2
images/grapes/train/grape_r_307_100(1).jpg,2
images/grapes/train/grape_r_130_100.jpg,2
images/grapes/train/grape_r_54_100(1).jpg,2
images/grapes/train/grape_r_196_100(1).jpg,2
images/grapes/train/grape_r_317_100.jpg,2
images/grapes/train/grape_188_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-30-06.png,2
images/grapes/train/grape_194_100(1).jpg,2
images/grapes/train/grape_r_143_100(1).jpg,2
images/grapes/train/grape_243_100.jpg,2
images/grapes/train/grape_r_26_100.jpg,2
images/grapes/train/grape_r_83_100.jpg,2
images/grapes/train/grape_r_319_100(1).jpg,2
images/grapes/train/grape_143_100.jpg,2
images/grapes/train/grape_r_220_100(1).jpg,2
images/grapes/train/grape_r_210_100(1).jpg,2
images/grapes/train/grape_172_100(1).jpg,2
images/grapes/train/783.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-48-41.png,2
images/grapes/train/grape_r_325_100(1).jpg,2
images/grapes/train/grape_r_284_100.jpg,2
images/grapes/train/grape_r_189_100.jpg,2
images/grapes/train/grape_r_304_100(1).jpg,2
images/grapes/train/grape_181_100(1).jpg,2
images/grapes/train/736.jpg,2
images/grapes/train/grape_r_200_100(1).jpg,2
images/grapes/train/grape_r_199_100(1).jpg,2
images/grapes/train/grape_295_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-30-49.png,2
images/grapes/train/Screenshot from 2025-10-01 11-36-53.png,2
images/grapes/train/grape_327_100(1).jpg,2
images/grapes/train/grape_r_306_100.jpg,2
images/grapes/train/grape_r_150_100(1).jpg,2
images/grapes/train/grape_r_11_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-33-22.png,2
images/grapes/train/grape_152_100(1).jpg,2
images/grapes/train/grape_r_312_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-24-36.png,2
images/grapes/train/grape_r_276_100(1).jpg,2
images/grapes/train/grape_322_100(1).jpg,2
images/grapes/train/grape_223_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-36-34.png,2
images/grapes/train/Screenshot from 2025-10-01 10-33-25.png,2
images/grapes/train/grape_r_143_100.jpg,2
images/grapes/train/grape_181_100.jpg,2
images/grapes/train/grape_r_159_100.jpg,2
images/grapes/train/grape_203_100.jpg,2
images/grapes/train/grape_235_100(1).jpg,2
images/grapes/train/grape_r_202_100(1).jpg,2
images/grapes/train/grape_186_100.jpg,2
images/grapes/train/grape_222_100.jpg,2
images/grapes/train/grape_r_34_100(1).jpg,2
images/grapes/train/grape_200_100(1).jpg,2
images/grapes/train/grape_r_67_100(1).jpg,2
images/grapes/train/grape_12_100.jpg,2
images/grapes/train/grape_r_320_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-01-35.png,2
images/grapes/train/grape_r_134_100.jpg,2
images/grapes/train/grape_r_214_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-00-12.png,2
images/grapes/train/grape_r_229_100(1).jpg,2
images/grapes/train/grape_r_158_100(1).jpg,2
images/grapes/train/grape_232_100(1).jpg,2
images/grapes/train/grape_10_100.jpg,2
images/grapes/train/grape_8_100.jpg,2
images/grapes/train/grape_r_91_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-53-25.png,2
images/grapes/train/grape_r_4_100.jpg,2
images/grapes/train/grape_180_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-36-07.png,2
images/grapes/train/grape_r_225_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-11-17.png,2
images/grapes/train/grape_r_293_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-54-04.png,2
images/grapes/train/grape_194_100.jpg,2
images/grapes/train/grape_r_31_100(1).jpg,2
images/grapes/train/grape_219_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-53-30.png,2
images/grapes/train/grape_r_270_100(1).jpg,2
images/grapes/train/grape_r_326_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-26-07.png,2
images/grapes/train/grape_r_224_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-30-39.png,2
images/grapes/train/grape_r_197_100.jpg,2
images/grapes/train/grape_r_37_100(1).jpg,2
images/grapes/train/grape_r_121_100(1).jpg,2
images/grapes/train/grape_326_100(1).jpg,2
images/grapes/train/grape_r_103_100.jpg,2
images/grapes/train/grape_158_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-53-33.png,2
images/grapes/train/Screenshot from 2025-10-01 11-00-47.png,2
images/grapes/train/Screenshot from 2025-10-01 10-33-20.png,2
images/grapes/train/grape_192_100.jpg,2
images/grapes/train/grape_249_100.jpg,2
images/grapes/train/grape_r_183_100(1).jpg,2
images/grapes/train/grape_r_248_100(1).jpg,2
images/grapes/train/grape_144_100.jpg,2
images/grapes/train/grape_r_263_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-35-16.png,2
images/grapes/train/Screenshot from 2025-10-01 10-55-58.png,2
images/grapes/train/grape_r_199_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-08-24.png,2
images/grapes/train/Screenshot from 2025-10-01 10-34-31.png,2
images/grapes/train/grape_168_100(1).jpg,2
images/grapes/train/grape_r_324_100.jpg,2
images/grapes/train/grape_r_145_100.jpg,2
images/grapes/train/grape_r_58_100(1).jpg,2
images/grapes/train/grape_184_100.jpg,2
images/grapes/train/grape_r_210_100.jpg,2
images/grapes/train/grape_r_20_100(1).jpg,2
images/grapes/train/grape_179_100.jpg,2
images/grapes/train/grape_190_100(1).jpg,2
images/grapes/train/grape_174_100.jpg,2
images/grapes/train/grape_220_100.jpg,2
images/grapes/train/grape_r_188_100(1).jpg,2
images/grapes/train/grape_214_100(1).jpg,2
images/grapes/train/grape_r_166_100.jpg,2
images/grapes/train/grape_189_100(1).jpg,2
images/grapes/train/grape_r_184_100.jpg,2
images/grapes/train/grape_r_120_100.jpg,2
images/grapes/train/grape_173_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-32-31.png,2
images/grapes/train/grape_r_296_100(1).jpg,2
images/grapes/train/grape_r_282_100.jpg,2
images/grapes/train/grape_219_100(1).jpg,2
images/grapes/train/grape_r_56_100(1).jpg,2
images/grapes/train/grape_r_280_100(1).jpg,2
images/grapes/train/grape_212_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-10-14.png,2
images/grapes/train/grape_r_285_100(1).jpg,2
images/grapes/train/grape_142_100(1).jpg,2
images/grapes/train/Screenshot from 2025-10-01 10-34-18.png,2
images/grapes/train/grape_r_17_100.jpg,2
images/grapes/train/grape_r_301_100(1).jpg,2
images/grapes/train/grape_r_174_100.jpg,2
images/grapes/train/grape_r_291_100.jpg,2
images/grapes/train/grape_r_205_100.jpg,2
images/grapes/train/Screenshot from 2025-10-01 11-30-09.png,2
images/grapes/train/grape_242_100(1).jpg,2
images/grapes/train/grape_r_179_100(1).jpg,2
images/grapes/train/grape_r_294_100.jpg,2
